避難施設名称,よみ,住所,経度,緯度,避難所種別,災害種別,連絡先,延べ面積[㎡],屋内収容可能人数,URL,備考
下六人部児童センター,,福知山市字長田2661,135.1770397,35.27221316,,,773273299,,336,,
福知山市立下六人部小学校,,福知山市字長田232,135.1692751,35.27458711,,,773273219,,4563,,
福知山市立下六人部保育園,,福知山市字長田段238-56,135.1685672,35.27524766,,,773274654,,516,,
福知山市企業交流プラザ,,福知山市字長田野町3-1-1,135.1721214,35.28500004,,,773277775,,803,,
構造改革センター岩間会館,,福知山市字岩間664-3,135.1537336,35.27208888,,,,,83,,
福知山市立上川口小学校,,福知山市字野花93,135.0814257,35.33521426,,,773332006,,2898,,
福知山市立川口中学校,,福知山市字野花817,135.0733609,35.33526367,,,773332019,,7748,,
多目的集会施設六十内会館,,福知山市字上小田2858,135.0707325,35.32986214,,,773334404,,85,,
小田教育集会所,,福知山市字野花948-1,135.0699192,35.33742769,,,773332094,,115,,
福知山市立金谷小学校,,福知山市字猪野々55,135.0400546,35.32904158,,,773332105,,5348,,
福知山市立金谷保育園,,福知山市字鴨野町3-2,135.041998,35.32645777,,,773333055,,271,,
多目的集会施設金谷会館,,福知山市字宮垣48,135.0397718,35.32613544,,,,,225,,
福知山市立三岳小学校,,福知山市字一ノ宮580,135.0494392,35.3665214,,,773333621,,2391,,
多目的集会施設三岳会館,,福知山市字一ノ宮563,135.0500073,35.36710878,,,773333761,,191,,
一ノ宮教育集会所,,福知山市字一ノ宮921,135.0511593,35.36005626,,,773332824,,127,,
下佐々木林業会館,,福知山市字下佐々木784,135.0458911,35.37556948,,,,,61,,
多目的集会施設天座会館,,福知山市字天座837,135.1025951,35.42726851,,,773360625,,71,,
多目的集会施設金山会館,,福知山市字上野条773-1,135.08464,35.39921106,,,773360821,,76,,
北陵地域公民館,,福知山市字下野条135,135.0883514,35.41957135,,,773360543,,232,,
福知山市立菟原小学校,,福知山市三和町菟原中883-2,135.259115,35.20068324,,,773582104,,3503,,
福知山市立細見小学校,,福知山市三和町千足3-57,135.2372161,35.21722246,,,773582014,,3266,,
福知山市立三和中学校,,福知山市三和町千束660,135.2353221,35.21819855,,,773582024,,6146,,
福知山市立川合小学校,,福知山市三和町上川合647,135.2616501,35.2432851,,,773582040,,2156,,
福知山市立大江中学校,,福知山市大江町波美40,135.1628735,35.3911373,,,773560038,,6371,,
福知山市立美河小学校,,福知山市大江町河守840,135.1455397,35.39291253,,,773560079,,3173,,
福知山市立美鈴小学校,,福知山市大江町二俣489,135.1520667,35.40959297,,,773560105,,2744,,
福知山市立有仁小学校,,福知山市大江町南有路1655,135.1792886,35.38714088,,,773570027,,3305,,
福知山市立夜久野中学校,,福知山市夜久野町高内26,134.9552412,35.32874804,,,773370047,,5966,,
福知山市立精華小学校,,福知山市夜久野町板生15,134.9456833,35.3514192,,,773380023,,2817,,
福知山市立育英小学校,,福知山市夜久野町高内159-3,134.9473171,35.3302768,,,773370121,,2260,,
福知山市立明正小学校,,福知山市夜久野町井田522,135.0054868,35.32163097,,,773370032,,3198,,
夜久野町文化・保健福祉複合施設,,福知山市夜久野町額田19-2,135.0025777,35.31851248,,,773375001,,1574,,
京都府立中丹勤労者福祉会館,,福知山市昭和新町105,135.1167637,35.30407436,,,773232216,,1125,,
京都府立福知山高等技術専門校,,福知山市南平野町90,135.176313,35.29185306,,,773276212,,2431,,
京都府立福知山高等学校,,福知山市字土師650,135.1456371,35.29477243,,,773272151,,8001,,
京都府立工業高等学校,,福知山市大字石原小字上野45,135.1770053,35.29725093,,,773275161,,9759,,
福知山市新町文化センター,,福知山市下新32,135.125595,35.30167115,,,773225594,,810,,
旭が丘教育集会所,,福知山市旭が丘389,135.1179687,35.28747525,,,773224649,,115,,
夕陽が丘教育集会所,,福知山市夕陽が丘97-3,135.1137912,35.28630688,,,773236498,,135,,
福知山市人権ふれあいセンター堀会館,,福知山市堀口2539,135.1302363,35.29216399,,,773233927,,282,,
福知山市立桃映地域体育館,,福知山市東堀2201-1,135.1389495,35.28955739,,,773243502,,510,,
長田野体育館,,福知山市長田野町1,135.1601177,35.28832007,,,773275121,,600,,
福知山市南佳屋野児童館,,福知山市南佳屋野33-24,135.1549613,35.29432099,,,773275260,,269,,
福知山市立日新地域公民館,,福知山市字石原4-1,135.1739824,35.2972652,,,773276134,,321,,
三段池公園総合体育館,,福知山市猪崎377-1,135.1360598,35.3127659,,,773236295,,4230,,
福知山市立川口地域公民館,,福知山市野花870,135.0704702,35.33474481,,,773333117,,263,,
上小田教育集会所,,福知山市上小田570,135.0576267,35.32180696,,,773332823,,125,,
金山教育集会所,,福知山市行積192,135.0891339,35.39684016,,,773360634,,125,,
三和荘体育館,,福知山市三和町寺尾4,135.2222762,35.22334905,,,773582310,,400,,
福知山市三和荘,,福知山市三和町寺尾4,135.2222784,35.22338034,,,773582310,,150,,
福知山市三和会館,,福知山市三和町千束383,135.2355767,35.21629115,,,773583334,,150,,
福知山市立下夜久野地域公民館,,福知山市夜久野町額田693,134.9941206,35.32146501,,,773370298,,83,,
夜久野町教育集会所,,福知山市夜久野町額田217,134.9934043,35.3193062,,,773370370,,166,,
福知山市額田児童館,,福知山市夜久野町額田218-4,134.9932182,35.31938054,,,773371217,,608,,
福知山市人権ふれあいセンターきらめき館,,福知山市夜久野町額田429,134.9926442,35.32013842,,,773371311,,160,,
福知山市夜久野町農業者トレーニングセンター,,福知山市夜久野町高内10,134.9562459,35.32825474,,,773370644,,321,,
福知山市立中夜久野保育園,,福知山市夜久野町高内118,134.9499775,35.32926732,,,773370120,,2392,,
福知山市立上夜久野地域公民館,,福知山市夜久野町直見15,134.9466145,35.35058977,,,773380165,,130,,
福知山市立上夜久野保育園,,福知山市夜久野町直見24-1,134.946282,35.34997845,,,773380024,,540,,
多目的研修集会施設構造改善会館,,福知山市夜久野町直見34,134.9468664,35.34975099,,,,,3101,,
福知山市立上夜久野児童館,,福知山市夜久野町板生2738-4,134.9428715,35.35346274,,,773380552,,968,,
福知山市夜久野町ふれあいの里福祉センター,,福知山市夜久野町平野1030,134.9361773,35.3447121,,,773389000,,100,,
福知山市大江町河西グラウンド,,福知山市大江町公庄2201-1,135.1275099,35.37155035,,,773560025,,394,,
福知山市大江町河西体育館,,福知山市大江町公庄2201-1,135.1277503,35.37138884,,,773560025,,263,,
福知山市大江町河東グラウンド,,福知山市大江町尾藤1211,135.1404692,35.37379871,,,773560025,,232,,
大江地域公民館,,福知山市大江町尾藤1211-1,135.139816,35.37346884,,,773560370,,157,,
福知山市大江町有路下グラウンド,,福知山市大江町二箇1197,135.1937369,35.40649752,,,773560025,,150,,
福知山市大江町有路下体育館,,福知山市大江町二箇1197,135.1935464,35.40625945,,,773560025,,151,,
福知山市大江町老人福祉センター（舟越会館）,,福知山市大江町波美235,135.1584801,35.38984538,,,773560224,,400,,
福知山市南有路児童館,,福知山市大江町南有路1460,135.1776227,35.3879408,,,773570612,,216,,
京都府立中丹支援学校,,福知山市私市打溝8,135.1841413,35.31275825,,,773320011,,0,,
京都府立福知山高等学校三和分校,,福知山市三和町千束橋ノ谷35-1,135.2253283,35.22047301,,,773582049,,53,,
京都府立大江高等学校,,福知山市大江町金屋578,135.1569251,35.39375852,,,773560033,,61,,
福知山成美高等学校,,福知山市字堀3471-1,135.1338019,35.28441639,,,773226224,,5106,,
成美学園,,福知山市字堀3385-10-3,135.1283388,35.28441888,,,773222388,,180,,
福知山淑徳高等学校,,福知山市字正明寺36-10,135.1010204,35.29006078,,,773223763,,2817,,
京都共栄学園高等学校,,福知山市字篠尾62-5,135.1149774,35.29197353,,,773226241,,230,,
田井コミュニティセンターグラウンド,,舞鶴市字田井97-2,135.454712,35.564847,,,,,1150,,
田井漁村センター,,舞鶴市字田井1074,135.454636,35.56797,,,,,100,,
海臨寺,,舞鶴市字田井253,135.452076,35.564576,,,,,0,,
成生漁村センター,,舞鶴市字成生36-2,135.448485,35.57928,,,,,40,,
成生集落北東畑地,,舞鶴市字成生地内,135.448388,35.580969,,,,,0,,
野原公民館,,舞鶴市字野原886,135.428818,35.569562,,,,,26,,
瑞雲寺（野原小学校跡）,,舞鶴市字野原801,135.428612,35.569706,,,,,590,,
大山公民館,,舞鶴市字大山224-1,135.450868,35.548789,,,,,34,,
小橋公民館,,舞鶴市字小橋363,135.402875,35.558568,,,,,33,,
小橋浄水場,,舞鶴市字小橋地内,135.403451,35.557629,,,,,0,,
三浜集会所,,舞鶴市字三浜759-2,135.393755,35.556473,,,,,40,,
丸山小学校跡グラウンド,,舞鶴市字三浜676-1,135.399028,35.559567,,,,,800,,
海蔵寺,,舞鶴市字三浜761,135.393371,35.556238,,,,,0,,
瀬崎集会所,,舞鶴市字瀬崎448,135.349244,35.541784,,,,,0,,
正傳寺,,舞鶴市字瀬崎379,135.349888,35.540573,,,,,1,,
舞鶴市立大丹生コミュニティーセンター,,舞鶴市字大丹生212,135.3505551,35.5215267,,,773681975,,270,,
舞鶴市立大丹生コミュニティーセンターグラウンド,,舞鶴市字大丹生212,135.3505551,35.5215267,,,773681975,,0,,
大丹生集会所,,舞鶴市字大丹生122-1,135.349769,35.52183,,,,,40,,
千歳集会所,,舞鶴市字千歳131-5,135.347014,35.511351,,,,,48,,
下佐波賀集会所,,舞鶴市字佐波賀144,135.362381,35.505249,,,,,24,,
上佐波賀集会所,,舞鶴市字佐波賀294,135.373867,35.506174,,,,,24,,
原小学校跡グラウンド,,舞鶴市字河辺由里地内,135.418335,35.527459,,,,,1300,,
平集会所,,舞鶴市字平163,135.386776,35.514417,,,,,44,,
舞鶴市立大浦小学校,,舞鶴市字平1583,135.39604,35.51786979,,,773680002,,300,,
舞鶴市立大浦小学校グラウンド,,舞鶴市字平1583,135.39604,35.51786979,,,773680002,,3750,,
中田公民館,,舞鶴市中田町17,135.402993,35.513387,,,,,20,,
舞鶴市大浦会館,,舞鶴市字中田459,135.3959597,35.51721967,,,773682010,,150,,
室牛公民館,,舞鶴市字室牛139,135.41868,35.523572,,,,,13,,
河辺集会所,,舞鶴市字西屋547,135.411117,35.525689,,,,,30,,
舞鶴市立若浦中学校,,舞鶴市字大波下18,135.3978879,35.50552785,,,773640800,,430,,
舞鶴市立若浦中学校グラウンド,,舞鶴市字大波下18,135.3978879,35.50552785,,,773640800,,4500,,
日本板硝子健康保険会館,,舞鶴市字大波下440,135.403001,35.501844,,,,,60,,
エスペラル東舞鶴,,舞鶴市字大波下765-16,135.404236,35.505589,,,,,0,,
大波上集会所,,舞鶴市字大波上189-2,135.418163,35.503029,,,,,37,,
舞鶴市立朝来小学校,,舞鶴市字朝来中545-1,135.4310375,35.50092809,,,773620813,,300,,
舞鶴市立朝来小学校グラウンド,,舞鶴市字朝来中545-1,135.4310375,35.50092809,,,773620813,,2100,,
舞鶴工業高等専門学校,,舞鶴市字白屋234,135.4401813,35.4962312,,,773625600,,861,,
舞鶴工業高等専門学校グラウンド,,舞鶴市字白屋234,135.4401813,35.4962312,,,773625600,,22250,,
登尾公会堂,,舞鶴市字登尾541,135.449897,35.507622,,,,,17,,
杉山集会所,,舞鶴市字杉山430,135.462254,35.506636,,,,,22,,
青葉山ろく公園,,舞鶴市字岡安無番地,135.4378516,35.49977777,,,773645454,,93350,,
松尾寺,,舞鶴市字松尾532,135.468751,35.497248,,,,,135,,
吉坂公会堂,,舞鶴市字吉坂381-1,135.456838,35.485624,,,,,33,,
やすらぎ苑,,舞鶴市字安岡1076,135.438643,35.489904,,,,,0,,
安岡園,,舞鶴市字安岡1076?1,135.438644,35.490988,,,,,0,,
こひつじの苑舞鶴,,舞鶴市字安岡1076?2,135.438816,35.491756,,,,,0,,
みずなぎ学園（鹿原学園）,,舞鶴市字鹿原209-3,135.439756,35.480411,,,,,0,,
舞鶴市立志楽小学校,,舞鶴市字小倉60,135.4297775,35.48127599,,,773624690,,330,,
舞鶴市立志楽小学校グラウンド,,舞鶴市字小倉60,135.4297775,35.48127599,,,773624690,,3350,,
京都府立東舞鶴高等学校,,舞鶴市字泉源寺766,135.4149284,35.48398523,,,773625510,,800,,
京都府立東舞鶴高等学校グラウンド,,舞鶴市字泉源寺766,135.4149284,35.48398523,,,773625510,,6250,,
海上自衛隊舞鶴教育隊第３グラウンド,,舞鶴市字泉源寺地内,135.398887,35.482579,,,,,11950,,
田中東公会堂,,舞鶴市田中町54-6,135.424736,35.483499,,,,,43,,
竜宮公園,,舞鶴市愛宕浜町地内,135.4048521,35.47859372,,,,,2350,,
グリーンパーク愛宕,,舞鶴市愛宕浜町3-5,135.405018,35.479466,,,773652350,,0,,
松島公園,,舞鶴市字市場地内,135.401675,35.477187,,,,,2900,,
舞鶴市市場市民交流センター,,舞鶴市字市場211-7,135.4089272,35.47630998,,,773639970,,70,,
グリーンプラザ博愛苑,,舞鶴市字市場390,135.416739,35.475289,,,,,0,,
貴船公園,,舞鶴市溝尻町地内,135.4125426,35.46624588,,,,,1350,,
京都府立東舞鶴高等学校浮島分校,,舞鶴市字溝尻150-13,135.3990966,35.47815218,,,773620536,,1863,,
三宅公園,,舞鶴市字北吸地内,135.3790993,35.47275576,,,,,1350,,
赤レンガパーク（旧北吸公園）,,舞鶴市字北吸1039-2,135.385431,35.474697,,,,,12500,,
しおじプラザ,,舞鶴市字浜地内,135.392677,35.476929,,,,,1750,,
前島みなと公園,,舞鶴市字浜地内,135.390749,35.479563,,,773638963,,17000,,
舞鶴市立白糸中学校,,舞鶴市字浜840,135.399406,35.473531,,,773623563,,450,,
舞鶴市立白糸中学校グラウンド,,舞鶴市字浜840,135.399406,35.473531,,,773623563,,4100,,
舞鶴市立新舞鶴小学校,,舞鶴市字溝尻1200-4,135.400046,35.472276,,,773624643,,850,,
舞鶴市立新舞鶴小学校グラウンド,,舞鶴市字溝尻1200-4,135.400046,35.472276,,,773624643,,3600,,
堂奥公会堂,,舞鶴市字堂奥2368-2,135.423747,35.463876,,,,,26,,
多門院公民館,,舞鶴市字多門院7-1,135.445425,35.459457,,,,,26,,
舞鶴東コミュニティセンター,,舞鶴市字浜2021,135.388709,35.476782,,,773640880,,270,,
舞鶴ＹＭＣＡ国際福祉専門学校,,舞鶴市字浜1546-3,135.391155,35.475803,,,773643200,,500,,
舞鶴東体育館,,舞鶴市字北吸1054,135.386901,35.475681,,,773661061,,700,,
日宗寺,,舞鶴市字浜683,135.390345,35.471841,,,,,60,,
舞鶴市立三笠小学校,,舞鶴市字桃山町15-1,135.390022,35.469334,,,773620538,,300,,
舞鶴市立三笠小学校グラウンド,,舞鶴市字桃山町15-1,135.390022,35.469334,,,773620538,,2050,,
舞鶴市北浜市民交流センター,,舞鶴市字北浜町20-7,135.39916,35.467329,,,773636141,,80,,
舞鶴市立倉梯小学校,,舞鶴市字行永291,135.396241,35.462451,,,773620183,,530,,
舞鶴市立倉梯小学校グラウンド,,舞鶴市字行永291,135.396241,35.462451,,,773620183,,1850,,
舞鶴市南公民館,,舞鶴市字森1005-3,135.395014,35.460399,,,773620288,,230,,
東舞鶴公園,,舞鶴市字行永18-3,135.3915403,35.45414012,,,773637643,,53400,,
舞鶴市立青葉中学校,,舞鶴市字行永1810,135.399894,35.460446,,,773624612,,730,,
舞鶴市立青葉中学校グラウンド,,舞鶴市字行永1810,135.399894,35.460446,,,773624612,,3700,,
大宮会館,,舞鶴市字行永2657,135.40551,35.459729,,,,,83,,
舞鶴市立倉梯第二小学校,,舞鶴市字行永7,135.39413,35.456827,,,773635256,,340,,
舞鶴市立倉梯第二小学校グラウンド,,舞鶴市字行永7,135.39413,35.456827,,,773635256,,3100,,
舞鶴市立与保呂小学校,,舞鶴市字与保呂48,135.4167554,35.44863386,,,773620194,,230,,
舞鶴市立与保呂小学校グラウンド,,舞鶴市字与保呂48,135.4167554,35.44863386,,,773620194,,3950,,
中総合会館,,舞鶴市字余部下1167,135.367871,35.475947,,,,,1050,,
海上自衛隊グラウンド,,舞鶴市字余部下地内,135.3688,35.4757371,,,,,9000,,
舞鶴市立中舞鶴小学校,,舞鶴市字余部上120,135.361022,35.474894,,,773623656,,400,,
舞鶴市立中舞鶴小学校グラウンド,,舞鶴市字余部上120,135.361022,35.474894,,,773623656,,3250,,
舞鶴市長浜市民交流センター,,舞鶴市字長浜882-2,135.3630031,35.48540095,,,773642585,,80,,
海上保安学校グラウンド,,舞鶴市字長浜2001,135.3526971,35.48832806,,,773623520,,5600,,
舞鶴市荒田市民交流センター,,舞鶴市字余部下43-15,135.3570731,35.47767936,,,773642586,,120,,
舞鶴市立和田中学校,,舞鶴市字和田640-4,135.3526424,35.47447965,,,773620507,,430,,
舞鶴市立和田中学校グラウンド,,舞鶴市字和田640-4,135.3526424,35.47447965,,,773620507,,4900,,
アザレア舞鶴,,舞鶴市字和田1055?1,135.341636,35.472461,,,,,0,,
福来コミュニティセンター,,舞鶴市字福来383,135.3523416,35.44839671,,,773765173,,66,,
福来西・中集会所,,舞鶴市字福来1118-2,135.349827,35.44641,,,,,50,,
東山寺,,舞鶴市字倉谷961,135.342638,35.443184,,,,,80,,
舞鶴市立余内小学校,,舞鶴市字倉谷30,135.3418806,35.44843198,,,773750379,,300,,
舞鶴市立余内小学校グラウンド,,舞鶴市字倉谷30,135.3418806,35.44843198,,,773750379,,6350,,
京都職業能力開発短期大学校,,舞鶴市字上安1922,135.3430207,35.45315344,,,773754340,,400,,
真愛の家　寿荘,,舞鶴市字上安1697-36,135.356939,35.451694,,,,,0,,
安寿苑,,舞鶴市字上安481,135.344652,35.455596,,,,,0,,
舞鶴文化公園体育館,,舞鶴市字上安久420,135.340139,35.455102,,,773771850,,2000,,
舞鶴文化公園,,舞鶴市字上安久420,135.340139,35.455102,,,773771850,,29750,,
日星高等学校,,舞鶴市上安久381,135.339385,35.453044,,,773750452,,800,,
日星高等学校グラウンド,,舞鶴市上安久381,135.339385,35.453044,,,773750452,,5750,,
清美が丘公園,,舞鶴市字清美が丘地内,135.3594959,35.45585807,,,,,1150,,
舞鶴市立吉原小学校,,舞鶴市字東吉原613,135.330058,35.45646,,,773750334,,200,,
舞鶴市立吉原小学校グラウンド,,舞鶴市字東吉原613,135.330058,35.45646,,,773750334,,900,,
京都府水産会館,,舞鶴市字下安久1013-1,135.326242,35.456304,,,,,100,,
舞鶴市立城北中学校,,舞鶴市字南田辺128,135.331481,35.448602,,,773750158,,570,,
舞鶴市立城北中学校グラウンド,,舞鶴市字南田辺128,135.331481,35.448602,,,773750158,,6000,,
西支所,,舞鶴市字南田辺1,135.330322,35.447422,,,773752250,,614,,
舞鶴公園,,舞鶴市字南田辺地内,135.330858,35.44582,,,,,9900,,
舞鶴市民会館,,舞鶴市字北田辺51,135.329514,35.448491,,,773750513,,320,,
舞鶴市立明倫小学校,,舞鶴市字北田辺128-1,135.329359,35.446969,,,773751225,,500,,
舞鶴市立明倫小学校グラウンド,,舞鶴市字北田辺128-1,135.329359,35.446969,,,773751225,,3250,,
西市民プラザ,,舞鶴市字円満寺158-6,135.32777,35.446158,,,,,768,,
瑞光寺,,舞鶴市字寺内100,135.32442,35.449608,,,,,250,,
朝代神社会館,,舞鶴市字朝代13,135.32439,35.443864,,,,,120,,
京都府立西舞鶴高等学校,,舞鶴市字引土145,135.327645,35.438528,,,773753131,,600,,
京都府立西舞鶴高等学校グラウンド,,舞鶴市字引土145,135.327645,35.438528,,,773753131,,11000,,
天理教山陰大教会,,舞鶴市字引土930,135.32329,35.438917,,,,,250,,
すこやかの森,,舞鶴市字引土630,135.323593,35.436451,,,,,0,,
西運動広場,,舞鶴市字伊佐津地内,135.334152,35.449281,,,,,24500,,
西駅交流センター,,舞鶴市字伊佐津213-8,135.330442,35.441931,,,,,300,,
立正佼成会,,舞鶴市字伊佐津200-5,135.331539,35.44004,,,,,150,,
舞鶴市立中筋小学校,,舞鶴市字公文名490,135.3307711,35.43093374,,,773750372,,300,,
舞鶴市立中筋小学校グラウンド,,舞鶴市字公文名490,135.3307711,35.43093374,,,773750372,,3900,,
真倉公民館,,舞鶴市字真倉825,135.318949,35.395183,,,,,81,,
舞鶴市立城南中学校,,舞鶴市字京田30,135.3274382,35.42787845,,,773750137,,430,,
舞鶴市立城南中学校グラウンド,,舞鶴市字京田30,135.3274382,35.42787845,,,773750137,,9800,,
今田公民館,,舞鶴市字今田725-1,135.340439,35.420718,,,,,70,,
舞鶴市立池内小学校,,舞鶴市字布敷120-1,135.3438262,35.41093637,,,773751242,,300,,
舞鶴市立池内小学校グラウンド,,舞鶴市字布敷120-1,135.3438262,35.41093637,,,773751242,,4150,,
グレイスヴィルまいづる,,舞鶴市字布敷52-1,135.343499,35.412215,,,,,0,,
布敷公民館,,舞鶴市字布敷432-1,135.355954,35.408332,,,,,59,,
別所公民館,,舞鶴市字別所580,135.360867,35.413709,,,,,33,,
上根公民館,,舞鶴市字上根244,135.380072,35.422917,,,,,55,,
寺田集会所,,舞鶴市字寺田427,135.386483,35.427188,,,,,24,,
白滝公民館,,舞鶴市字白滝175,135.393492,35.417629,,,,,26,,
岸谷公民館,,舞鶴市字岸谷151,135.390553,35.405686,,,,,45,,
舞鶴市立高野小学校,,舞鶴市字高野台1-1,135.3163281,35.42732273,,,773750768,,300,,
舞鶴市立高野小学校グラウンド,,舞鶴市字高野台1-1,135.3163281,35.42732273,,,773750768,,4250,,
みずなぎ学園（高野学園）,,舞鶴市字野村寺200-2,135.311752,35.432092,,,,,0,,
城屋公民館,,舞鶴市字城屋880-2,135.297218,35.428809,,,,,55,,
白杉公民館,,舞鶴市字白杉55,135.331596,35.49785,,,,,25,,
青井集会所,,舞鶴市字青井278,135.320564,35.489814,,,,,54,,
舞鶴市立旧青井小学校,,舞鶴市字青井100,135.3219942,35.48787381,,,773750764,,150,,
舞鶴市立旧青井小学校グラウンド,,舞鶴市字青井100,135.3219942,35.48787381,,,773750764,,1450,,
吉田公会堂,,舞鶴市字吉田188,135.315542,35.481685,,,,,49,,
大君公民館,,舞鶴市字大君342,135.310485,35.472127,,,,,33,,
喜多緩衝緑地,,舞鶴市字喜多地内,135.3146366,35.46061052,,,,,11373,,
舞鶴市立福井小学校,,舞鶴市字下福井702-1,135.3035506,35.44981979,,,773750539,,230,,
舞鶴市立福井小学校グラウンド,,舞鶴市字下福井702-1,135.3035506,35.44981979,,,773750539,,2250,,
小原集会所,,舞鶴市字桑飼上1739-1,135.22939,35.409044,,,,,29,,
ケア・オフィス舞夢,,舞鶴市字桑飼上1088-1,135.218924,35.422253,,,,,37,,
ライフ・ステージ舞夢,,舞鶴市字桑飼上1088-1,135.218924,35.422253,,,,,0,,
岡田上公民館,,舞鶴市字桑飼上1122-1,135.219774,35.422842,,,,,44,,
舞鶴市立旧岡田上小学校,,舞鶴市字地頭523-2,135.2132331,35.42592164,,,773830019,,230,,
舞鶴市立旧岡田上小学校グラウンド,,舞鶴市字地頭523-2,135.2132331,35.42592164,,,773830019,,2450,,
大俣生活改善センター,,舞鶴市字大俣764,135.188193,35.440493,,,,,35,,
小俣集会所,,舞鶴市字地頭1040,135.208344,35.44249,,,,,26,,
滝ヶ宇呂公民館,,舞鶴市字滝ヶ宇呂94-1,135.203158,35.456835,,,,,15,,
舞鶴市立旧岡田中小学校,,舞鶴市字西方寺226,135.215368,35.443726,,,773830006,,230,,
舞鶴市立旧岡田中小学校グラウンド,,舞鶴市字西方寺226,135.215368,35.443726,,,773830006,,2950,,
西方寺ふれあい会館（西方寺公民館）,,舞鶴市字西方寺地内,135.214944,35.448197,,,,,43,,
西方寺平共同作業場,,舞鶴市字西方寺地内,135.217487,35.439596,,,,,10,,
舞鶴市立加佐中学校,,舞鶴市字岡田由里20,135.228254,35.43013,,,773830004,,330,,
舞鶴市立加佐中学校グラウンド,,舞鶴市字岡田由里20,135.228254,35.43013,,,773830004,,4200,,
加佐運動場,,舞鶴市字岡田由里493,135.223769,35.441934,,,773831067,,5750,,
河原集会所,,舞鶴市字河原174-1,135.229087,35.456627,,,,,31,,
岡田中基幹集落センター,,舞鶴市字河原173-1,135.229299,35.456368,,,,,87,,
下見谷集会所,,舞鶴市字下見谷449-3,135.232395,35.472613,,,,,34,,
下漆原公民館,,舞鶴市字下漆原337,135.242889,35.467127,,,,,31,,
長谷公民館,,舞鶴市字長谷184,135.252466,35.483047,,,,,22,,
上漆原生活改善センター,,舞鶴市字上漆原226,135.242996,35.492743,,,,,32,,
上漆原公民館,,舞鶴市字上漆原583-1,135.238186,35.502195,,,,,29,,
富室公民館,,舞鶴市字富室157,135.242361,35.443504,,,,,43,,
般若寺観音堂,,舞鶴市字富室682,135.233044,35.448607,,,,,22,,
舞鶴市加佐公民館,,舞鶴市字志高1005,135.2476,35.429246,,,773830014,,130,,
志高公民館,,舞鶴市字志高741,135.250757,35.431891,,,,,80,,
舞鶴市立岡田小学校,,舞鶴市字久田美930,135.256452,35.427892,,,773820024,,230,,
舞鶴市立岡田小学校グラウンド,,舞鶴市字久田美930,135.256452,35.427892,,,773820024,,2350,,
久田美集会所,,舞鶴市字久田美1418,135.256871,35.422625,,,,,68,,
真壁公民館,,舞鶴市字久田美411,135.271292,35.434205,,,,,25,,
三日市公民館,,舞鶴市字三日市1007-2,135.267784,35.444462,,,,,30,,
大川神社,,舞鶴市字大川589,135.258664,35.4480061,,,,,60,,
八戸地公民館,,舞鶴市字八戸地529-1,135.259494,35.45941,,,,,95,,
八田公民館,,舞鶴市字八田82,135.269362,35.458235,,,,,75,,
舞鶴市立由良川小学校,,舞鶴市字丸田74,135.272011,35.460297,,,773820013,,230,,
舞鶴市立由良川小学校グラウンド,,舞鶴市字丸田74,135.272011,35.460297,,,773820013,,5700,,
丸田西集会所,,舞鶴市字丸田208,135.267869,35.463884,,,,,27,,
みずなぎ学園（丸田学園）,,舞鶴市字丸田375-1,135.271544,35.462101,,,,,0,,
和江集会所,,舞鶴市字和江511,135.275455,35.47746,,,,,80,,
由良川あかつき,,舞鶴市字上東6-1,135.27032,35.451862,,,,,133,,
下東公民館,,舞鶴市字下東659-4,135.287425,35.460619,,,,,31,,
舞鶴市立旧由良川中学校,,舞鶴市字中山90,135.283174,35.469974,,,773820133,,330,,
舞鶴市立旧由良川中学校グラウンド,,舞鶴市字中山90,135.283174,35.469974,,,773820133,,3000,,
水間公民館,,舞鶴市字水間759,135.290511,35.472865,,,,,32,,
蒲江公民館,,舞鶴市字蒲江654,135.291267,35.492722,,,,,12,,
舞鶴市立旧神崎小学校,,舞鶴市字西神崎257,135.297122,35.510696,,,773825031,,230,,
舞鶴市立旧神崎小学校グラウンド,,舞鶴市字西神崎257,135.297122,35.510696,,,773825031,,1200,,
天上川砂防堰堤,,舞鶴市字西神崎地内,135.296409,35.50848,,,,,0,,
綾部市林業者等健康管理センター,,綾部市故屋岡町三反田15,135.4589876,35.38522173,,,773550001,,241,,
綾部市観光センター,,綾部市八津合町縄手1,135.4015721,35.36145766,,,773540002,,325,,
綾部市立上林小中学校,,綾部市八津合町片山17,135.414111,35.36865687,,,773540098,,332,,
綾部市健康ファミリーセンター,,綾部市武吉町中井根35,135.351621,35.33398845,,,773451821,,188,,
綾部市東部グラウンド,,綾部市十倉中町段畠60,135.3403361,35.3329419,,,773420682,,5000,,
綾部市立東綾小学校,,綾部市鷹栖町小丸山25,135.3147562,35.2965305,,,773460536,,399,,
綾部市立東綾中学校,,綾部市東山町山家99,135.3161177,35.29726185,,,773460033,,277,,
山家城址館,,綾部市広瀬町上ノ町85,135.3175246,35.30123635,,,773451828,,101,,
綾部市基幹集落センター,,綾部市鷹栖町豊後田32,135.3114336,35.29440783,,,773460345,,281,,
綾部市立東八田小学校,,綾部市上杉町中島2,135.3134328,35.35439724,,,773440004,,245,,
綾部市立八田中学校,,綾部市梅迫町大野20,135.3142322,35.34707376,,,773440024,,415,,
