避難施設名称,よみ,住所,経度,緯度,避難所種別,災害種別,連絡先,延べ面積[㎡],屋内収容可能人数,URL,備考
南丹市美山高齢者コミュニティセンター,,南丹市美山町安掛下23,135.5885396,35.27664324,,,771680040,,544,,
南丹市美山保健センター,,南丹市美山町安掛下8,135.586892,35.27608343,,,771680041,,6609,,
美山町自然文化村,,南丹市美山町中下向56,135.6378842,35.30982539,,,771750014,,17451,,
南丹市美山林業者等健康管理センター,,南丹市美山町鶴ヶ岡釈迦堂前14-1,135.5574905,35.32158221,,,771680041,,888,,
南丹市美山福泉館,,南丹市美山町和泉堂ヶ迫3-1,135.5429785,35.27815788,,,771680041,,825,,
観光農園江和ランド,,南丹市美山町江和下黒田4-1,135.6514331,35.31885264,,,771770330,,1498,,
南丹市美山知井会館,,南丹市美山町中上前82-1,135.6390222,35.31186185,,,771770001,,642,,
南丹市園部公園陸上競技場,,南丹市園部町横田下河原1,135.4663259,35.10902933,,,771680057,,64582,,
南丹市園部木崎町公園,,南丹市園部町木崎町下ヲサ40,135.475492,35.11476456,,,771680052,,1895,,
南丹市園部公園多目的運動場,,南丹市園部町小桜町京都府南丹市園部公園内,135.4671304,35.10612354,,,771680057,,12289,,
南丹市園部半田文化センター,,南丹市園部町半田尾長12-1,135.4598951,35.10096519,,,771680005,,309,,
南丹市園部仁江文化センター,,南丹市園部町仁江木畑47-1,135.4369064,35.10600766,,,771680005,,549,,
南丹市園部南部コミュニティセンター,,南丹市園部町城南町クゴ3,135.4670372,35.10018144,,,771680005,,932,,
南丹市園部北部コミュニティセンター,,南丹市園部町木崎町下ヲサ49,135.4754425,35.1141172,,,771680005,,856,,
南丹市園部木崎町児童老人会館,,南丹市園部町木崎町大川端27-7,135.4776646,35.11146087,,,771680005,,390,,
南丹市役所駐車場,,南丹市園部町小桜町29,135.4710477,35.10736297,,,771680002,,2250,,
南丹市立八木中央保育所（八木中央幼児学園）,,南丹市八木町西田河原條42,135.5389461,35.07475955,,,771424378,,1638,,
南丹市八木東部文化センター,,南丹市八木町北屋賀焼石8-1,135.5530712,35.07312941,,,771680022,,2707,,
南丹市八木北地区自治振興会館,,南丹市八木町室橋東垣内210,135.5268058,35.10155562,,,771424449,,141,,
南丹市八木南地区自治振興会館,,南丹市八木町八木東久保23,135.5327472,35.07100985,,,771424485,,137,,
南丹市八木青少年センター,,南丹市八木町八木前所31-1,135.5304681,35.06577064,,,771680022,,151,,
南丹市日吉総合運動広場,,南丹市日吉町胡麻向大戸4-3他,135.4839401,35.19075323,,,771680035,,9285,,
南丹市日吉広野球技場,,南丹市日吉町上胡麻広野55,135.4625716,35.19669979,,,771680035,,3400,,
南丹市日吉五ヶ荘野球場,,南丹市日吉町四ッ谷室堰3他,135.5315546,35.20215196,,,771680035,,3567,,
南丹市日吉殿田運動場,,南丹市日吉町殿田旭山3-2他,135.5074315,35.16096881,,,771680035,,4748,,
南丹市日吉木住親水公園,,南丹市日吉町木住向陽74,135.5239277,35.16569646,,,771680033,,5150,,
南丹市日吉はーとぴあ,,南丹市日吉町保野田垣ノ内11,135.500121,35.16485039,,,771680032,,1559,,
南丹市日吉山の家,,南丹市日吉町生畑津ノ元下16,135.5469482,35.18450517,,,771720510,,1194,,
南丹市日吉ユースホール,,南丹市日吉町胡麻向大戸4-1,135.4832487,35.19011225,,,771680035,,2085,,
南丹市日吉興風交流センター,,南丹市日吉町田原渕谷口25,135.5197651,35.19021965,,,771680032,,582,,
京都府立口丹波勤労者福祉会館,,南丹市八木町西田金井畠9,135.5376981,35.07395656,,,771425484,,1255,,
京都府立園部高等学校,,南丹市園部町小桜町97,135.4694468,35.10481759,,,771620051,,9535,,
スプリングス日吉,,南丹市日吉町中宮ノ向8番地,135.5180675,35.15240766,,,771721526,,18464,,
南丹市園部海洋センター,,南丹市園部町小桜町園部公園内,135.469147,35.106215,,,771680004,,400,,
木津川市立やましろ保育園,,木津川市山城町北河原古屋敷41-1,135.8142592,34.76518636,,,774864843,,1167,,
山城老人福祉センター（やすらぎ苑）,,木津川市山城町椿井北代100,135.8144783,34.7646438,,,774863551,,665,,
山城総合文化センター（アスピアやましろ）,,木津川市山城町平尾前田24,135.8121404,34.77601984,,,774865851,,3965,,
木津川市立棚倉小学校,,木津川市山城町綺田局塚14,135.8113452,34.78206744,,,774862513,,5820,,
上狛児童クラブ,,木津川市山城町椿井藤原2-1,135.8193922,34.75242179,,,774863920,,361,,
木津川市立山城中学校,,木津川市山城町椿井柳田33,135.8164015,34.75717313,,,774862001,,4086,,
木津川市立上狛小学校,,木津川市山城町上狛学校1,135.8185474,34.75338506,,,774862002,,3956,,
棚倉児童クラブ,,木津川市山城町綺田局塚85-1,135.8119181,34.78252944,,,774865180,,104,,
木津川市立相楽台小学校,,木津川市相楽台5丁目17-1,135.7964999,34.72673168,,,774724005,,7013,,
木津川市立相楽小学校,,木津川市相楽清水1,135.8010954,34.73618963,,,774720221,,3049,,
木津川市立高の原小学校,,木津川市兜台4-4-1,135.7833155,34.72755573,,,774728737,,6285,,
木津川市立木津川台小学校,,木津川市木津川台2-4,135.7893657,34.74380066,,,774732418,,6868,,
木津川市立木津小学校,,木津川市木津町内垣外95,135.815488,34.73709568,,,774720038,,2750,,
木津川市立梅美台小学校,,木津川市梅美台4丁目26-1,135.8404158,34.7161891,,,774736421,,5057,,
木津川市立木津中学校,,木津川市相楽高下4-8,135.804768,34.735504,,,774720007,,6419,,
木津川市立木津第二中学校,,木津川市兜台6-1,135.7856395,34.72942804,,,774728734,,8040,,
中央体育館,,木津川市木津石塚147,135.8090867,34.72852515,,,774723636,,2521,,
市民スポーツセンター,,木津川市木津田中前40-1,135.8095567,34.73211949,,,774727983,,372,,
木津川市立高の原幼稚園,,木津川市兜台4-4-2,135.7824656,34.72660123,,,774726658,,1067,,
木津川市立相楽幼稚園,,木津川市相楽清水1,135.8011023,34.73622057,,,774721822,,637,,
木津川市立木津幼稚園,,木津川市木津田中前30,135.8098772,34.73275889,,,774720101,,583,,
木津川市立相楽台保育園,,木津川市相楽台2-11,135.7910482,34.72922306,,,774723982,,51,,
木津川市立相楽保育園,,木津川市相楽片田5,135.8010628,34.73551381,,,774724293,,65,,
木津川市立清水保育園,,木津川市木津清水123-2,135.8206202,34.73397681,,,774725543,,18,,
木津川市立木津保育園,,木津川市木津白口65,135.8341804,34.74218607,,,774726079,,70,,
木津川市立木津川台保育園,,木津川市木津川台3-6-1,135.7889928,34.74496981,,,774732526,,63,,
梅美台保育園,,木津川市梅美台1-10,135.8369664,34.71591237,,,774718021,,78,,
兜台保育園,,木津川市兜台5-1-7,135.7842003,34.72849929,,,774726500,,89,,
木津老人福祉センター,,木津川市木津川端19,135.8170673,34.73942116,,,774725532,,61,,
木津人権センター,,木津川市木津清水107-1,135.8195859,34.73461472,,,774723522,,53,,
木津保健センター,,木津川市木津清水27-24,135.8203975,34.73458825,,,774723310,,54,,
相楽老人福祉センター,,木津川市相楽台4-3,135.7956779,34.73227613,,,774727719,,75,,
木津川市上下水道部庁舎,,木津川市吐師上柏谷17-1,135.7906185,34.74295522,,,774720203,,113,,
東部交流会館,,木津川市木津宮ノ堀149,135.8286541,34.73849197,,,774718130,,116,,
中央交流会館,,木津川市木津宮ノ内92,135.8188214,34.73071149,,,774728800,,727,,
西部交流会館,,木津川市相楽高下4-9,135.8041091,34.73649679,,,774736888,,88,,
兜谷公園,,木津川市兜台6-4外,135.7876473,34.73014348,,,,,9100,,
木津川台公園,,木津川市木津川台6-4-3,135.7869526,34.73996648,,,,,4281,,
梅美台公園,,木津川市梅美台1-9,135.8363241,34.72075345,,,,,2500,,
市坂公園,,木津川市市坂幣羅坂100,135.823655,34.7207876,,,,,50,,
第１宮ノ内公園,,木津川市木津宮ノ内8-56,135.8186228,34.72828234,,,,,245,,
第２宮ノ内公園,,木津川市木津宮ノ内8-105,135.8181582,34.72765708,,,,,50,,
瓦谷公園,,木津川市木津瓦谷93,135.8173846,34.7331976,,,,,750,,
清水公園,,木津川市木津清水104-2,135.8195455,34.73409873,,,,,1450,,
市役所南公園,,木津川市木津清水50-1外,135.8207482,34.73629947,,,,,500,,
南垣外公園,,木津川市木津南垣外122-4,135.8214998,34.73666605,,,,,150,,
駅前公園,,木津川市木津川原田37-1外,135.823108,34.73378058,,,,,350,,
第１サンプラザ公園,,木津川市木津宮の裏36-161,135.8302097,34.743009,,,,,250,,
第２サンプラザ公園,,木津川市木津宮の裏36-186,135.8314479,34.74365746,,,,,300,,
第１宮の裏公園,,木津川市木津宮の裏5-34外,135.8265532,34.74181999,,,,,150,,
第２宮の裏公園,,木津川市木津宮の裏245-12,135.8252795,34.74182844,,,,,75,,
常盤公園,,木津川市木津宮の裏200-4,135.8280112,34.74133091,,,,,75,,
三晃苑公園,,木津川市木津宮の裏110-37,135.8311244,34.74311845,,,,,100,,
不二荘園公園,,木津川市木津神田6-121,135.8127153,34.73557555,,,,,332,,
千代田荘園公園,,木津川市木津南後背215-25,135.8094652,34.73567896,,,,,50,,
南後背荘苑公園,,木津川市木津南後背37-63,135.8086044,34.73553554,,,,,300,,
カバ公園,,木津川市木津南後背25-71,135.809802,34.737186,,,,,200,,
汽車ぽっぽ公園,,木津川市木津南後背1-115,135.8077988,34.73701491,,,,,225,,
下川原公園,,木津川市相楽川ノ尻27-161,135.8048727,34.73831366,,,,,450,,
第３泉川公園,,木津川市相楽川ノ尻9-17,135.802694,34.73812,,,,,50,,
城西公園,,木津川市相楽城西69-26,135.7959135,34.73884782,,,,,50,,
土師山公園,,木津川市相楽台9-4,135.7925536,34.72598028,,,,,1500,,
大里公園,,木津川市相楽台4-4,135.7942333,34.73307848,,,,,1750,,
音浄ケ谷公園,,木津川市相楽台7-6,135.7994469,34.72331037,,,,,1650,,
相楽台１号公園（さがらか山公園）,,木津川市相楽台6-4,135.7984429,34.72685535,,,,,1250,,
相楽台２号公園（みはらし台公園）,,木津川市相楽台5-4,135.7945012,34.72930241,,,,,1250,,
相楽台３号公園（まびさし公園）,,木津川市相楽台2-4,135.7904273,34.72907847,,,,,1350,,
兜台１号公園（ひだまり公園）,,木津川市兜台7-4,135.786492,34.72664739,,,,,1250,,
兜台２号公園（トンネル公園）,,木津川市兜台3-4,135.7823669,34.72598424,,,,,1250,,
兜台３号公園（ふじだな公園）,,木津川市兜台4-9,135.7787899,34.72652195,,,,,1300,,
木津川台１号公園（木津川台中央公園）,,木津川市木津川台1-4-1,135.7899786,34.74516462,,,,,2550,,
木津川台２号公園（木馬公園）,,木津川市木津川台1-23-1,135.7901996,34.74717464,,,,,900,,
木津川台３号公園（わんぱく公園）,,木津川市木津川台2-11-1,135.7893047,34.74157364,,,,,1500,,
木津川台４号公園（どんぐり公園）,,木津川市木津川台3-4-1,135.7871928,34.74424267,,,,,1150,,
木津川台５号公園（川舟公園）,,木津川市木津川台3-19-1,135.7872976,34.74650267,,,,,950,,
木津川台６号公園（うるおい公園）,,木津川市木津川台5-4-2,135.783997,34.74262533,,,,,2200,,
木津川台７号公園（ちびっこ公園）,,木津川市木津川台5-19-2,135.783618,34.74451738,,,,,950,,
木津川台８号公園（やすらぎ公園）,,木津川市木津川台8-24-1,135.780843,34.74312833,,,,,1000,,
木津川台９号公園（こもれび公園）,,木津川市木津川台8-4-1,135.781616,34.74126639,,,,,1450,,
木津川台10号公園（ぽけっと公園）,,木津川市木津川台7-4-1,135.7822751,34.74062136,,,,,500,,
木津川台11号公園（なかよし公園）,,木津川市木津川台7-19-1,135.783901,34.73922539,,,,,1200,,
ふれあい広場,,木津川市木津小釜1-1外,135.8086572,34.73233733,,,,,2250,,
曽根山大緑地,,木津川市相楽台5-28,135.7979916,34.72828224,,,,,1950,,
京都府立木津高等学校,,木津川市木津内田山34,135.8306805,34.73847695,,,774720031,,16215,,
京都府立南陽高等学校,,木津川市兜台6-2,135.7848653,34.73034568,,,774728730,,8863,,
木津川市立恭仁小学校,,木津川市加茂町例幣中切31，32,135.8614794,34.76551527,,,774762103,,4071,,
木津川市文化財整理保管センター分室,,木津川市加茂町岡崎考28,135.8641785,34.76573801,,,774762069,,956,,
加茂人権センター,,木津川市加茂町北小谷55-2,135.8832087,34.76150263,,,774763680,,328,,
共同浴場やすらぎの湯,,木津川市加茂町北廣25-2,135.8811175,34.76149664,,,774763681,,339,,
小谷児童館,,木津川市加茂町北岡田ノ庄34,135.8793421,34.76106677,,,774764415,,731,,
加茂青少年センター,,木津川市加茂町里中森101,135.8708868,34.75632004,,,774766900,,606,,
加茂浄化センター,,木津川市加茂町里北古田1-3,135.8650426,34.75435319,,,774766729,,7171,,
木津川市立いづみ保育園,,木津川市加茂町里西鳥口95,135.8672651,34.75375036,,,774762130,,2292,,
加茂保健センター,,木津川市加茂町里南古田24,135.8664051,34.75177971,,,774763611,,829,,
加茂文化センター,,木津川市加茂町里南古田156,135.8659784,34.75132749,,,774764611,,2133,,
木津川市立加茂小学校,,木津川市加茂町里西上田11-1,135.8672874,34.74832852,,,774762102,,9503,,
加茂体育館,,木津川市加茂町里東上田1,135.8672889,34.74832663,,,,,474,,
木津川市立泉川中学校,,木津川市加茂町大野烏田75,135.8632483,34.74641267,,,774762101,,18525,,
木津川市立南加茂台小学校,,木津川市南加茂台12-11,135.8715557,34.73480709,,,774763400,,15655,,
南加茂台公民館,,木津川市南加茂台5-2-3,135.8714692,34.7398653,,,774765959,,1498,,
加茂町ふれあいセンター,,木津川市南加茂台6-3,135.8673117,34.73972002,,,774764338,,1331,,
木津川市立南加茂台保育園,,木津川市南加茂台3-2,135.8724337,34.73980095,,,774765965,,1864,,
当尾の郷会館,,木津川市加茂町辻下垣外16,135.882478,34.73277385,,,774762234,,3313,,
加茂青少年山の家,,木津川市加茂町尻枝七辻15-1,135.869381,34.72377738,,,774763130,,4883,,
加茂プラネタリウム館,,木津川市加茂町岩船ガンド2,135.8703021,34.72438229,,,774767645,,657,,
加茂グラウンド,,木津川市加茂町大野中字称57,135.8822537,34.75554454,,,,,3100,,
赤田川グラウンド,,木津川市加茂町里赤田川1,135.8649216,34.74684465,,,,,3100,,
京都府加茂青少年山の家,,木津川市加茂町尻枝七辻15-1,135.869381,34.72377738,,,774763130,,0,,
瓶原公民館,,木津川市加茂町岡崎考14,135.864189,34.7654544,,,774764745,,420,,
木津川市立州見台小学校,,木津川市州見台1-32,135.8237946,34.71709205,,,774729237,,4537,,
木津川市立木津南中学校,,木津川市州見台4-26,135.8317776,34.71958006,,,774710850,,5232,,
木津川市立城山台小学校,,木津川市城山台六丁目1番地1,135.83747,34.73348,,,774713900,,7759,,
山城支所別館,,木津川市山城町上狛北的場3-1,135.817789,34.7497,,,,,73,,
大山崎町立大山崎小学校,,乙訓郡大山崎町字円明寺小字百々18,135.6870323,34.90219516,,,759562366,,4762,,
大山崎町立第二大山崎小学校,,乙訓郡大山崎町字円明寺小字西法寺26,135.679239,34.91078184,,,759572513,,4101,,
大山崎町立大山崎中学校,,乙訓郡大山崎町字円明寺小字松田15-1,135.6928098,34.9065848,,,759571365,,7986,,
大山崎町立大山崎町保育所,,乙訓郡大山崎町字大山崎小字堀尻15,135.6861873,34.89870974,,,759563397,,470,,
大山崎町立第二保育所,,乙訓郡大山崎町字円明寺小字鳥居前17,135.6789751,34.91132113,,,759571120,,425,,
大山崎町立第三保育所,,乙訓郡大山崎町字円明寺小字松田45,135.6945128,34.90729532,,,759576091,,440,,
大山崎町体育館,,乙訓郡大山崎町字円明寺小字一丁田50,135.6955932,34.90448107,,,759560567,,1000,,
大山崎ふるさとセンター,,乙訓郡大山崎町字大山崎小字竜光3,135.6828507,34.89269521,,,759562310,,300,,
大山崎町立老人福祉センター長寿苑,,乙訓郡大山崎町字円明寺小字百々10-2,135.687552,34.90255854,,,759571860,,60,,
鏡田中央公園,,乙訓郡大山崎町字大山崎小字鏡田24-17他,135.6881637,34.89818845,,,,,175,,
鏡田北公園,,乙訓郡大山崎町字大山崎小字鏡田31,135.6888259,34.8991624,,,,,179,,
東和苑公園,,乙訓郡大山崎町字大山崎小字広敷1-25,135.6881688,34.90024475,,,,,222,,
葛原公園,,乙訓郡大山崎町字円明寺小字葛原6-116,135.688365,34.9089379,,,,,341,,
若宮前公園,,乙訓郡大山崎町字円明寺小字若宮前10-97他,135.6861404,34.91011095,,,,,944,,
殿山公園,,乙訓郡大山崎町字円明寺小字殿山1-128,135.685746,34.91125003,,,,,403,,
白山公園,,乙訓郡大山崎町字下植野小字宮脇18-3他,135.6965155,34.90779894,,,,,327,,
脇山公園,,乙訓郡大山崎町字円明寺小字脇山18他,135.6814685,34.91067466,,,,,1773,,
西高田公園,,乙訓郡大山崎町字大山崎小字西高田6-74,135.6894341,34.90098757,,,,,116,,
鏡田東部公園,,乙訓郡大山崎町字大山崎小字鏡田1-1,135.6869541,34.8940377,,,,,151,,
北浦公園,,乙訓郡大山崎町字円明寺小字小倉口13-2他,135.6804197,34.90853377,,,,,553,,
西法寺公園,,乙訓郡大山崎町字円明寺小字西法寺1-34他,135.6808555,34.90996656,,,,,2045,,
寺門公園,,乙訓郡大山崎町字下植野小字寺門25-1他,135.6964205,34.90619695,,,,,256,,
円明寺ケ丘中央公園,,乙訓郡大山崎町字円明寺小字殿山1-132他,135.6846385,34.91067959,,,,,735,,
谷田公園,,乙訓郡大山崎町字大山崎小字谷田77-67,135.6798047,34.89298418,,,,,150,,
早稲田公園,,乙訓郡大山崎町字大山崎小字早稲田13-23他,135.6839868,34.90029191,,,,,191,,
金蔵公園,,乙訓郡大山崎町字円明寺小字金蔵4-4他,135.6895395,34.90793863,,,,,124,,
五位川公園,,乙訓郡大山崎町字大山崎小字早稲田5他,135.6853934,34.89985122,,,,,346,,
特別養護老人ホーム洛和ヴィラ大山崎,,乙訓郡大山崎町字円明寺小字開キ3-3,135.685328,34.903935,,,759583855,,0,,
洛和グループホーム大山崎,,乙訓郡大山崎町字円明寺小字稲葉1-5,135.684576,34.903899,,,759566351,,0,,
久御山町立御牧小学校,,久世郡久御山町相島曽根19,135.7370779,34.89559486,,,756312275,,4662,,
久御山町立久御山中学校,,久世郡久御山町坊之池高河原7,135.7364201,34.88897292,,,756317207,,9922,,
久御山町中央公民館,,久世郡久御山町島田ミスノ38,135.7323457,34.88109413,,,756311000,,1518,,
久御山町役場駐車場,,久世郡久御山町島田ミスノ38,135.73271,34.88041421,,,756316111,,3096,,
久御山町立佐山小学校,,久世郡久御山町佐古内屋敷56,135.7510074,34.87936524,,,774431717,,5352,,
久御山町立東角小学校,,久世郡久御山町佐古東角12,135.760738,34.88183529,,,774438645,,4662,,
京都府立久御山高等学校,,久世郡久御山町林北畑,135.7565638,34.88132524,,,774439611,,14293,,
京都競馬場,,京都市伏見区葭島渡場島町32,135.728395,34.909102,,,756313131,,0,,
井手町立井手小学校,,綴喜郡井手町大字井手小字野神38,135.8079766,34.79719336,,,774822119,,2171,,
井手町立泉ヶ丘中学校,,綴喜郡井手町大字井手小字橋ノ本20,135.804496,34.79730321,,,774822070,,5572,,
井手町立いづみ人権交流センター,,綴喜郡井手町大字井手小字段ノ下37-1,135.8058922,34.79408988,,,774823380,,293,,
井手町立山吹ふれあいセンター,,綴喜郡井手町大字井手小字二本松3-1,135.8144366,34.80549214,,,774825700,,78,,
井手町立いづみ保育園,,綴喜郡井手町大字井手小字段下39-2,135.8064855,34.79430565,,,774824160,,53,,
井手町立老人福祉センター「玉泉苑」,,綴喜郡井手町大字井手小字東前田23,135.8158192,34.79867935,,,774823499,,52,,
井手町立自然休養村サブセンター,,綴喜郡井手町大字多賀小字庵垣内16,135.8143797,34.8192988,,,774824110,,53,,
井手町立多賀保育園,,綴喜郡井手町大字多賀小字庵垣内63,135.8128657,34.81819791,,,774822225,,54,,
井手町立多賀小学校,,綴喜郡井手町大字多賀小字内垣内20,135.8068616,34.81795937,,,774822112,,1406,,
井手町立老人福祉センター「賀泉苑」,,綴喜郡井手町大字多賀小字帽子田26-3,135.8074273,34.81581939,,,774825059,,52,,
井手町立井手小学校有王分校,,綴喜郡井手町大字田村新田小字有王13,135.8522216,34.80751746,,,,,26,,
井手町立自然休養村管理センター,,綴喜郡井手町大字井手小字二本松2-1,135.814705,34.80615687,,,774823711,,215,,
井手町立玉川保育園,,綴喜郡井手町大字井手小字玉ノ井47,135.8097817,34.80077885,,,774822153,,95,,
京都府立山城勤労者福祉会館,,綴喜郡井手町大字井手小字大塚99-35,135.8135282,34.80573867,,,774823639,,1516,,
宇治田原町住民グラウンド,,綴喜郡宇治田原町大字岩山小字大溝1,135.865744,34.85628973,,,,,5964,,
宇治田原町立維孝館中学校,,綴喜郡宇治田原町大字岩山小字沼尻4,135.8660125,34.8572649,,,774882106,,4033,,
宇治田原町立宇治田原小学校,,綴喜郡宇治田原町大字岩山小字丸山36,135.8825281,34.85963298,,,774882214,,3429,,
宇治田原町立田原小学校,,綴喜郡宇治田原町大字郷之口小字中林7,135.8532453,34.85017903,,,774882149,,3866,,
旧宇治田原町立奥山田小学校,,綴喜郡宇治田原町大字奥山田小字宮垣内155,135.9193466,34.85902048,,,,,139,,
奥山田ふれあい広場,,綴喜郡宇治田原町大字奥山田小字里西72,135.9189039,34.85940386,,,,,2541,,
銘城台自然公園,,綴喜郡宇治田原町銘城台112-2,135.8435838,34.84315209,,,,,2100,,
てんじんやま公園,,綴喜郡宇治田原町緑苑坂2-8,135.8950397,34.86011969,,,,,8933,,
宇治田原町老人福祉センター「やすらぎ荘」,,綴喜郡宇治田原町大字荒木小字天皇2,135.8582447,34.85517861,,,774882394,,333,,
宇治田原町住民体育館,,綴喜郡宇治田原町大字岩山小字沼尻37-1,135.8643553,34.85601197,,,774884567,,1350,,
湯屋谷会館,,綴喜郡宇治田原町大字湯屋谷小字尾華20,135.8976858,34.8529575,,,774882204,,212,,
奥山田会館,,綴喜郡宇治田原町大字奥山田小字政所32-1,135.9196281,34.85767969,,,774884096,,312,,
銘城台自治会館,,綴喜郡宇治田原町銘城台103,135.8450368,34.84622246,,,774885886,,168,,
立川公民館,,綴喜郡宇治田原町大字立川小字神上58,135.8740769,34.85073498,,,774882053,,64,,
禅定寺会館,,綴喜郡宇治田原町大字禅定寺小字案内73-1,135.8746444,34.87104167,,,774883712,,223,,
郷之口会館,,綴喜郡宇治田原町大字郷之口小字田中41,135.852633,34.85269138,,,774889945,,382,,
高尾公民館,,綴喜郡宇治田原町大字高尾小字向ヒ坂15,135.842243,34.86489097,,,,,40,,
南公民館,,綴喜郡宇治田原町大字南小字溝尻8-3,135.8550566,34.84399225,,,774882032,,198,,
荒木公民館,,綴喜郡宇治田原町大字荒木小字東出68,135.8590724,34.85438499,,,774889926,,66,,
岩山会館,,綴喜郡宇治田原町大字岩山小字富ノ門11,135.8680536,34.85887035,,,774882365,,374,,
緑苑坂自治会館,,綴喜郡宇治田原町緑苑坂42-4,135.8924069,34.86031049,,,774880121,,246,,
保健センター,,綴喜郡宇治田原町大字贄田小字船戸63,135.857102,34.85188555,,,774886636,,246,,
相楽東部広域連合立笠置小学校,,相楽郡笠置町笠置上津30,135.9406668,34.76046724,,,743952046,,1716,,
笠置会館,,相楽郡笠置町有市羽根田42,135.9501086,34.76367886,,,743952140,,194,,
切山総合センター,,相楽郡笠置町切山中深10,135.933421,34.76387012,,,,,53,,
西部区集会所,,相楽郡笠置町有市栗足20-1,135.9498136,34.7641057,,,743952965,,103,,
東部区集会所,,相楽郡笠置町有市根台23-11,135.9634085,34.76636882,,,,,46,,
飛鳥路区集会所,,相楽郡笠置町飛鳥路東畷29-2,135.9608129,34.76176816,,,743952229,,29,,
笠置町産業振興会館,,相楽郡笠置町笠置佃46,135.9348716,34.75872049,,,743952880,,528,,
笠置すまいるセンター,,相楽郡笠置町笠置上津57,135.9413225,34.76069573,,,743952101,,320,,
笠置町立笠置保育所,,相楽郡笠置町有市羽根田24,135.9512773,34.76290656,,,743952942,,278,,
老人福祉センター,,相楽郡笠置町笠置西通90-1,135.9393521,34.76046903,,,743952750,,258,,
相楽東部広域連合立笠置児童館,,相楽郡笠置町有市羽根田38,135.9502519,34.76344147,,,743952944,,143,,
南部公民館,,相楽郡笠置町笠置平田,135.935569,34.75793,,,743952356,,136,,
北部公民館,,相楽郡笠置町笠置西通87,135.938036,34.761397,,,743952352,,43,,
相楽東部広域連合立和束小学校,,相楽郡和束町大字園小字神定57,135.9074089,34.80435216,,,774782072,,5360,,
相楽東部広域連合立和束中学校グラウンド,,相楽郡和束町大字釜塚小字北ノ畑1,135.9101866,34.79851953,,,774782012,,3500,,
和束町立和束運動公園グラウンド,,相楽郡和束町大字白栖小字猪ケ口25-5,135.8954658,34.79546403,,,774782603,,7084,,
和束町体験交流センター,,相楽郡和束町大字中小字平田23-1,135.9082422,34.80213022,,,774780120,,687,,
和束町立和束保育園,,相楽郡和束町大字中小字市場19,135.9135194,34.80435233,,,774782156,,485,,
和束町社会福祉センター,,相楽郡和束町大字釜塚小字生水15,135.9051871,34.79546424,,,774783312,,384,,
和束町人権ふれあいセンター,,相楽郡和束町大字釜塚小字前田44,135.9046575,34.79813832,,,774783488,,236,,
和束Ｂ＆Ｇ海洋センター,,相楽郡和束町大字釜塚小字実坂1,135.9090756,34.79907503,,,774782977,,858,,
京都府立和束青少年山の家,,相楽郡和束町大字白栖小字猪ヶ口25-5,135.8965264,34.79463799,,,774782603,,0,,
和束町老人福祉センター,,相楽郡和束町大字白栖小字南半田68-1,135.8948774,34.7945472,,,774782603,,134,,
白栖区公民館,,相楽郡和束町大字白栖小字内勘定8,135.8875939,34.79461233,,,774783395,,0,,
中・五の瀬集会所,,相楽郡和束町大字湯船小字194-1、194-2,135.9427493,34.82914266,,,,,43,,
精華町立川西小学校,,相楽郡精華町大字北稲八間小字畑ヶ田15-1,135.7896427,34.76657593,,,774942024,,3594,,
精華町立山田荘小学校,,相楽郡精華町桜が丘2-22-1,135.775474,34.73027996,,,774720545,,5655,,
精華町立精北小学校,,相楽郡精華町大字下狛小字河原田44,135.7932099,34.77798094,,,774930231,,5447,,
精華町立東光小学校,,相楽郡精華町光台7-43,135.75298,34.74463308,,,774950400,,6322,,
精華町立精華台小学校,,相楽郡精華町精華台1-2-1,135.7804773,34.75435488,,,774980310,,4869,,
精華町立精華中学校,,相楽郡精華町大字南稲八妻小字丸山7,135.7879764,34.75907674,,,774942013,,7099,,
精華町立精華南中学校,,相楽郡精華町桜が丘2-3-1,135.7814868,34.73194246,,,774725222,,6850,,
精華町立精華西中学校,,相楽郡精華町光台9-1,135.7543686,34.74796606,,,774953700,,6220,,
精華町立体育館・コミュニティーセンター,,相楽郡精華町大字下狛小字神ノ木8,135.7985305,34.77518627,,,774980200,,816,,
精華町消防本部,,相楽郡精華町大字北稲八間小字寄田長31,135.790593,34.76311452,,,774945119,,484,,
精華町立ほうその運動公園,,相楽郡精華町大字祝園小字古川23-1他,135.8015862,34.76074348,,,,,1915,,
精華町立打越台グラウンド,,相楽郡精華町大字北稲八間小字打越,135.7751994,34.76824206,,,,,12607,,
精華町立池谷公園,,相楽郡精華町桜が丘2-21-1,135.7774228,34.73046862,,,,,10040,,
精華町立鳥谷公園,,相楽郡精華町光台7-42,135.7532578,34.74268891,,,,,20300,,
精華町地域福祉センターかしのき苑,,相楽郡精華町大字南稲八妻小字砂留22-1,135.7770416,34.75382324,,,774945200,,1989,,
京都廣学館高等学校グラウンド,,相楽郡精華町大字下狛小字長芝11-5,135.7844232,34.77665185,,,774930518,,8107,,
京都廣学館高等学校第１体育館,,相楽郡精華町大字下狛小字上新庄83-8，100-1,135.7867718,34.77854292,,,774930518,,1513,,
京都府立南山城支援学校,,相楽郡精華町大字山田小字医王寺1,135.79218,34.740594,,,774727255,,1700,,
